ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Distance,Time_taken(min)
6FE6,CHENRES12DEL01,24,5.0,12.972793,80.249982,13.042793,80.319982,Drinks ,3,10.867421265092352,17
235E,JAPRES010DEL01,28,4.6,26.921411,75.793604,27.031411,75.903604,Meal ,3,16.383856071848083,37
79D5,MUMRES010DEL02,32,4.1,19.003517,72.82765,19.083517,72.90765,Buffet ,2,12.24085827411391,33
5BBA,COIMBRES03DEL01,24,4.9,11.025083,77.015393,11.135083,77.125393,Snack ,3,17.137407700371956,15
DBBE,ALHRES01DEL01,23,4.7,25.454648,81.834502,25.494648,81.874502,Buffet ,2,5.992164712760221,21
1FF9,BANGRES05DEL03,29,4.7,12.970324,77.645748,13.000324,77.675748,Buffet ,3,4.657671710224878,10
B392,MYSRES03DEL02,32,4.5,12.299524,76.64262,12.429524,76.77262,Buffet ,3,20.20724042537554,25
E21D,LUDHRES08DEL03,28,4.7,30.899992,75.831338,30.929992,75.861338,Buffet ,2,4.395281348843586,12
40FF,MUMRES01DEL01,36,4.7,19.12663,72.829976,19.13663,72.839976,Buffet ,1,1.5297232853100242,29
3BAB,VADRES19DEL02,39,4.4,22.311844,73.165081,22.391844,73.245081,Meal ,2,12.116886186590973,40
DD1C,ALHRES08DEL03,23,4.4,25.450329,81.834279,25.540329,81.924279,Buffet ,2,13.481328211108043,39
70000000000000000479713924109379883756045127224328986030057344332726272,COIMBRES09DEL01,36,4.7,11.008638,76.984311,11.018638,76.994311,Snack ,2,1.5581193629487389,25
55A9,RANCHIRES09DEL01,29,4.6,23.351058,85.325731,23.391058,85.365731,Meal ,2,6.037614687084906,18
50000000,MYSRES15DEL01,27,4.6,12.352058,76.60665,12.462058,76.71665,Drinks ,2,17.0970739431768,44
BA46,CHENRES04DEL03,26,4.8,13.02978,80.208812,13.11978,80.298812,Buffet ,2,13.970556078644911,47
AFE7,INDORES02DEL01,33,4.8,22.651847,75.881991,22.661847,75.891991,Buffet ,3,1.513073455729525,23
2B57,MUMRES18DEL02,26,4.5,19.1093,72.825451,19.1293,72.845451,Meal ,1,3.059554247595471,14
7B05,MUMRES13DEL03,23,5.0,19.178321,72.834715,19.268321,72.924715,Meal ,2,13.763896210757977,39
1936,VADRES01DEL02,25,5.0,22.307898,73.167788,22.327898,73.187788,Meal ,2,3.0295617213530037,12
47ED,INDORES16DEL03,20,4.8,22.744648,75.894377,22.774648,75.924377,Drinks ,2,4.537653689675139,26
A2E0,PUNERES14DEL03,31,4.8,18.516216,73.842527,18.546216,73.872527,Drinks ,3,4.5969260911847485,25
91A3,CHENRES18DEL01,21,4.8,12.981615,80.231598,13.091615,80.341598,Drinks ,2,17.076407856166536,29
940B,HYDRES16DEL02,23,4.7,17.440827,78.393391,17.520827,78.473391,Buffet ,2,12.293207925868513,30
4F24,HYDRES19DEL03,39,4.2,17.458998,78.500366,17.488998,78.530366,Drinks ,2,4.610035602260694,39
7A1,RANCHIRES04DEL01,25,4.8,23.359033,85.325347,23.369033,85.335347,Meal ,2,1.5094402621798344,16
8C57,PUNERES05DEL01,38,4.9,18.543626,73.905101,18.553626,73.915101,Drinks ,3,1.532234790495708,27
AF46,VADRES11DEL02,33,4.7,22.308096,73.167753,22.438096,73.297753,Snack ,2,19.688553005364493,44
2757,VADRES19DEL02,29,4.9,22.311844,73.165081,22.441844,73.295081,Snack ,2,19.688308620509066,26
6F89,JAPRES20DEL01,35,4.2,26.956431,75.776649,26.966431,75.786649,Buffet ,2,1.4895293820617894,27
4D00,COIMBRES13DEL02,26,4.6,11.003669,76.976494,11.053669,77.026494,Drinks ,3,7.790401360105752,24
A382,HYDRES01DEL03,37,4.6,17.410371,78.437225,17.500371,78.527225,Meal ,3,13.830779932927063,27
7896,CHENRES15DEL02,24,4.7,13.026286,80.275235,13.046286,80.295235,Snack ,2,3.104803710518419,24
35C7,SURRES12DEL01,30,4.8,21.183434,72.814492,21.223434,72.854492,Buffet ,2,6.080949025950904,30
C173,KOLRES15DEL01,33,4.2,22.552672,88.352885,22.622672,88.422885,Meal ,2,10.593965493047936,34
A1C3,INDORES12DEL01,26,5.0,22.74806,75.8934,22.78806,75.9334,Meal ,3,6.0500335924587025,22
1437,BANGRES02DEL02,22,4.9,12.970221,77.645396,13.100221,77.775396,Buffet ,2,20.18126391655723,22
7592,MYSRES01DEL01,38,5.0,12.311072,76.654878,12.381072,76.724878,Buffet ,2,10.881197531246407,34
719F,JAPRES08DEL02,24,4.9,26.910262,75.783013,26.960262,75.833013,Snack ,3,7.448412467877649,12
DD16,DEHRES13DEL01,39,4.9,30.366322,78.070453,30.406322,78.110453,Buffet ,1,5.8740197354186305,30
61CA,PUNERES12DEL02,25,4.9,18.520016,73.830547,18.600016,73.910547,Drinks ,2,12.257490517738452,15
AD68,MUMRES16DEL01,24,4.5,19.120083,72.907385,19.130083,72.917385,Snack ,3,1.529751878579505,17
5324,MUMRES12DEL03,37,4.9,19.207222,72.972281,19.237222,73.002281,Drinks ,1,4.587980157997101,30
DD85,AURGRES06DEL02,34,4.7,19.874449,75.360232,19.924449,75.410232,Snack ,2,7.631544914988774,21
47A2,VADRES05DEL01,27,4.6,22.310526,73.170937,22.380526,73.240937,Meal ,1,10.602497166339631,23
576A,HYDRES17DEL01,25,4.9,17.451976,78.385883,17.491976,78.425883,Buffet ,2,6.146746629962817,23
3A63,MYSRES01DEL01,23,5.0,12.311072,76.654878,12.351072,76.694878,Snack ,3,6.21800119018663,11
3E3B,HYDRES12DEL03,38,4.9,17.429585,78.392621,17.459585,78.422621,Drinks ,2,4.610390241501909,28
9F2E,COIMBRES17DEL03,30,4.0,11.026117,76.944652,11.086117,77.004652,Drinks ,2,9.348052751110616,24
2EC4,CHENRES03DEL03,33,5.0,13.091809,80.219104,13.121809,80.249104,Meal ,2,4.656557579510365,34
D8A,JAPRES07DEL01,34,4.6,26.766536,75.837333,26.836536,75.907333,Buffet ,3,10.433242609954101,27
800E,JAPRES06DEL02,33,4.8,26.911927,75.797282,26.991927,75.877282,Drinks ,3,11.916679298853882,23
AD3D,SURRES03DEL02,36,4.9,21.186884,72.793616,21.236884,72.843616,Meal ,3,7.600983953739401,28
2BA5,PUNERES06DEL02,21,4.7,18.546258,73.904337,18.566258,73.924337,Snack ,3,3.064404727369966,30
ACFF,VADRES01DEL03,22,4.3,22.307898,73.167788,22.397898,73.257788,Buffet ,3,13.63144919848171,33
5391,RANCHIRES18DEL01,20,4.7,23.351489,85.324253,23.391489,85.364253,Buffet ,2,6.037605711784208,28
9308,HYDRES02DEL01,39,4.9,17.41233,78.449654,17.42233,78.459654,Snack ,3,1.5369061340343029,13
8711,RANCHIRES05DEL02,34,4.9,23.355164,85.324097,23.435164,85.404097,Snack ,2,12.074224380435524,31
667A,MYSRES19DEL01,38,4.9,12.334022,76.618203,12.344022,76.628203,Meal ,3,1.5544772821910615,17
4000000000000000000000,BANGRES16DEL03,28,4.9,13.029198,77.570997,13.059198,77.600997,Meal ,3,4.65713301884333,29
ABB3,HYDRES01DEL01,27,5.0,17.410371,78.437225,17.450371,78.477225,Drinks ,2,6.147415198875052,13
A9D,MUMRES01DEL03,29,4.6,19.12663,72.829976,19.21663,72.919976,Buffet ,2,13.765934616154562,22
4B16,JAPRES05DEL03,30,4.6,26.905287,75.794592,26.965287,75.854592,Snack ,2,8.938093974530164,26
7D1A,RANCHIRES15DEL03,34,4.6,23.369746,85.33982,23.429746,85.39982,Buffet ,2,9.055525276451307,29
524F,RANCHIRES05DEL01,20,5.0,23.355164,85.324097,23.395164,85.364097,Snack ,2,6.037529176542177,17
32F2,COIMBRES06DEL01,25,4.6,11.021278,76.995017,11.131278,77.105017,Buffet ,2,17.13751702263965,28
6B5,PUNERES03DEL03,29,4.6,18.554382,73.798206,18.614382,73.858206,Buffet ,2,9.192496429758327,33
B2C,BANGRES12DEL02,30,5.0,12.939496,77.625999,12.989496,77.675999,Drinks ,2,7.763102784727143,17
4958,COIMBRES04DEL02,25,2.6,11.024839,77.007003,11.154839,77.137003,Buffet ,3,20.252967850083056,34
923A,COIMBRES12DEL02,26,5.0,11.000762,76.981876,11.130762,77.111876,Snack ,3,20.253785359470783,21
2477,BANGRES02DEL02,31,4.2,12.970221,77.645396,13.020221,77.695396,Meal ,2,7.762635434587253,36
81000000000,HYDRES19DEL03,33,4.5,17.458998,78.500366,17.518998,78.560366,Buffet ,2,9.219708856174128,24
DFA,VADRES20DEL03,31,4.8,22.311358,73.164798,22.371358,73.224798,Meal ,2,9.087980108212484,15
6EC2,VADRES13DEL01,26,4.5,22.310237,73.158921,22.350237,73.198921,Snack ,2,6.058876303739158,20
4778,VADRES06DEL02,30,4.3,22.31279,73.170283,22.33279,73.190283,Snack ,2,3.029512751162419,29
DFD8,KNPRES17DEL02,24,5.0,26.483042,80.317833,26.613042,80.447833,Buffet ,3,19.395149836983702,26
CD55,KOLRES15DEL03,20,4.7,22.552672,88.352885,22.612672,88.412885,Meal ,3,9.08069365258785,23
AAEC,PUNERES010DEL01,28,4.9,18.539299,73.897902,18.549299,73.907902,Drinks ,2,1.5322531674035038,15
7F17,SURRES12DEL02,26,4.6,21.183434,72.814492,21.263434,72.894492,Buffet ,2,12.161131350318817,35
C8BB,KNPRES12DEL03,24,4.7,26.492106,80.327797,26.522106,80.357797,Meal ,3,4.476514374571238,24
7BD6,JAPRES02DEL03,31,4.0,26.914142,75.805704,26.974142,75.865704,Buffet ,2,8.93778311563518,31
1FC7,MUMRES20DEL02,23,4.8,19.103249,72.846749,19.233249,72.976749,Buffet ,1,19.88431857497891,13
88F8,MUMRES08DEL01,29,4.7,19.065838,72.832658,19.135838,72.902658,Meal ,2,10.709003371535417,48
9579,MUMRES18DEL01,20,4.7,19.1093,72.825451,19.2193,72.935451,Snack ,1,16.8253834049009,19
700000,MUMRES19DEL01,35,4.7,19.131141,72.813074,19.241141,72.923074,Drinks ,3,16.824331819052116,15
A44,HYDRES05DEL01,29,4.6,17.433809,78.386744,17.443809,78.396744,Meal ,2,1.5368199501604665,28
242E,INDORES01DEL02,34,4.8,22.695207,75.866059,22.775207,75.946059,Meal ,2,12.101403911098705,49
80B6,INDORES010DEL03,35,4.9,22.75004,75.902847,22.81004,75.962847,Buffet ,2,9.074684164326316,23
A4B,CHENRES18DEL01,29,4.6,12.981615,80.231598,12.991615,80.241598,Snack ,1,1.55255331684981,11
8886,MYSRES05DEL02,28,4.8,12.323978,76.627961,12.343978,76.647961,Buffet ,3,3.108983787513406,20
8BA6,INDORES02DEL03,32,5.0,22.651847,75.881991,22.681847,75.911991,Drinks ,2,4.539068203248639,31
E13,INDORES08DEL03,28,5.0,22.725748,75.898497,22.815748,75.988497,Buffet ,1,13.612451541411557,11
977E,CHENRES16DEL01,23,4.8,13.049645,80.242268,13.059645,80.252268,Buffet ,2,1.5523457381463397,15
37BF,HYDRES04DEL02,26,4.7,17.411028,78.329645,17.461028,78.379645,Buffet ,2,7.68415541716559,16
119F,CHENRES14DEL02,21,4.8,13.026279,80.174568,13.046279,80.194568,Snack ,3,3.1048037532854496,21
AB78,INDORES01DEL01,27,5.0,22.695207,75.866059,22.735207,75.906059,Drinks ,2,6.051108888205775,24
3F14,MUMRES12DEL03,22,4.5,19.207222,72.972281,19.237222,73.002281,Meal ,2,4.587980157997101,20
A9A5,INDORES06DEL02,21,4.9,22.728163,75.884212,22.778163,75.934212,Buffet ,2,7.562921044749782,29
6A03,COIMBRES04DEL01,38,4.1,11.024839,77.007003,11.034839,77.017003,Buffet ,2,1.5580772559330351,31
15EA,COIMBRES15DEL03,26,4.8,11.006686,76.951736,11.096686,77.041736,Snack ,2,14.022182614282944,36
7FE,SURRES20DEL02,20,4.8,21.15276,72.778059,21.17276,72.798059,Snack ,2,3.0408635912257624,18
A1F2,CHENRES02DEL03,22,4.7,13.086438,80.220672,13.176438,80.310672,Snack ,3,13.968990746015168,25
BAD 9.00,MYSRES20DEL01,22,4.6,12.337978,76.616792,12.377978,76.656792,Meal ,3,6.217689154531591,28
B8F7,BANGRES07DEL01,32,4.8,12.978453,77.643685,12.988453,77.653685,Drinks ,3,1.5525629397903202,16
B877,PUNERES08DEL01,31,4.5,18.53408,73.89852,18.60408,73.96852,Drinks ,2,10.725034637880958,32
60A5,COIMBRES010DEL01,37,4.6,11.003008,76.97544,11.043008,77.01544,Snack ,2,6.232380002107721,34
86000000000,SURRES15DEL02,34,4.9,21.160522,72.771477,21.210522,72.821477,Meal ,2,7.6016147383215875,24
2C1E,MYSRES20DEL02,30,4.5,12.337978,76.616792,12.417978,76.696792,Drinks ,2,12.434913132379245,27
5822,INDORES14DEL01,31,4.8,22.761593,75.886362,22.801593,75.926362,Meal ,2,6.04975791889521,25
C679,LUDHRES17DEL01,26,4.8,30.893384,75.821202,30.933384,75.861202,Snack ,3,5.860416837896751,10
859C,CHENRES18DEL01,20,4.7,12.981615,80.231598,12.991615,80.241598,Meal ,1,1.55255331684981,23
BFC4,ALHRES20DEL02,33,4.8,25.454697,81.834492,25.474697,81.854492,Meal ,3,2.9961936989582854,28
B3DE,VADRES19DEL02,27,4.6,22.311844,73.165081,22.391844,73.245081,Snack ,2,12.116886186590973,24
72BB,INDORES16DEL01,25,5.0,22.744648,75.894377,22.854648,76.004377,Snack ,3,16.635820545592292,27
C9E,RANCHIRES18DEL03,20,4.8,23.351489,85.324253,23.441489,85.414253,Meal ,3,13.583440059634135,21
650000,INDORES010DEL01,34,4.7,22.75004,75.902847,22.79004,75.942847,Buffet ,3,6.04999326769204,28
6C2F,INDORES07DEL01,26,4.3,22.722634,75.886959,22.832634,75.996959,Meal ,3,16.637054384885012,40
33F3,BANGRES07DEL03,21,4.6,12.978453,77.643685,13.008453,77.673685,Drinks ,3,4.657597469270872,13
7820,COIMBRES17DEL01,23,4.8,11.026117,76.944652,11.096117,77.014652,Drinks ,2,10.905970180191666,33
950000,HYDRES04DEL03,34,5.0,17.411028,78.329645,17.501028,78.419645,Snack ,2,13.830756172608513,19
182C,HYDRES14DEL02,21,4.5,17.426228,78.407495,17.476228,78.457495,Drinks ,2,7.683850219127101,21
D56,CHENRES02DEL01,29,4.6,13.086438,80.220672,13.126439,80.260672,Meal ,2,6.208827615119002,35
6BBF,SURRES04DEL03,32,5.0,21.173493,72.801953,21.233493,72.861953,Snack ,3,9.121421674135904,27
428B,INDORES03DEL02,32,4.8,22.751857,75.866699,22.831857,75.946699,Buffet ,2,12.099096916817196,38
1C61,COIMBRES11DEL02,38,4.7,11.001753,76.986241,11.081753,77.066241,Drinks ,2,12.464369459117805,24
6C81,COIMBRES06DEL03,39,4.9,11.021278,76.995017,11.111278,77.085017,Drinks ,3,14.02184017066065,48
30B7,MUMRES14DEL01,29,4.6,19.1813,72.836191,19.2513,72.906191,Snack ,2,10.70546847853061,26
A5D2,PUNERES18DEL01,34,5.0,18.593481,73.785901,18.633481,73.825901,Meal ,2,6.127835452844327,26
96C3,PUNERES15DEL01,23,4.9,18.636215,73.751081,18.706215,73.821081,Snack ,2,10.721987300671117,36
9EBB,COIMBRES06DEL02,29,4.9,11.021278,76.995017,11.101278,77.075017,Snack ,2,12.463962426993913,21
8D64,HYDRES13DEL01,33,5.0,17.431477,78.40035,17.501477,78.47035,Drinks ,2,10.756961091860271,42
E7D,MUMRES19DEL01,29,4.6,19.131141,72.813074,19.17114,72.853074,Drinks ,1,6.118471180690497,15
D54D,KOCRES17DEL01,32,4.8,9.959778,76.296106,9.969778,76.306106,Meal ,3,1.5607174317807049,29
C798,DEHRES14DEL02,20,4.8,30.319528,78.040267,30.449528,78.170267,Snack ,3,19.090710062524412,33
7F1F,HYDRES16DEL02,39,3.7,17.440827,78.393391,17.570827,78.523391,Snack ,1,19.975152579495532,32
23FE,HYDRES08DEL02,33,5.0,17.438263,78.397865,17.488263,78.447865,Meal ,2,7.683608397233649,25
8C32,SURRES04DEL02,30,4.9,21.173493,72.801953,21.303493,72.931953,Snack ,3,19.76089839940378,22
6314,VADRES010DEL02,24,5.0,22.310329,73.169083,22.330329,73.189083,Drinks ,2,3.0295373875696914,14
173A,MYSRES07DEL03,24,4.9,12.325461,76.632278,12.415461,76.722278,Snack ,2,13.989473698864705,38
4316,BANGRES02DEL02,33,4.6,12.970221,77.645396,12.990221,77.665396,Buffet ,2,3.1051455399287056,28
642E,VADRES11DEL01,30,4.9,22.308096,73.167753,22.348096,73.207753,Drinks ,3,6.058919182290143,26
639D,BANGRES20DEL02,25,3.4,12.972161,77.596014,13.052161,77.676014,Meal ,3,12.419803337139525,34
93D,HYDRES14DEL01,29,4.6,17.426228,78.407495,17.496228,78.477495,Drinks ,2,10.75710880025813,40
4751,HYDRES17DEL03,35,4.8,17.451976,78.385883,17.481976,78.415883,Buffet ,2,4.610120317988261,22
B3D3,MUMRES20DEL03,28,3.8,19.103249,72.846749,19.163249,72.906749,Snack ,2,9.178296996538572,46
BC50,INDORES09DEL03,25,4.7,22.725835,75.887648,22.755835,75.917648,Meal ,3,4.537940846050908,19
B165,JAPRES010DEL02,35,5.0,26.921411,75.793604,26.941411,75.813604,Buffet ,2,2.979410112022739,25
7AB6,VADRES05DEL03,22,4.7,22.310526,73.170937,22.370526,73.230937,Drinks ,1,9.088005113715141,18
B60F,COIMBRES02DEL03,22,4.4,11.022477,76.995667,11.112477,77.085667,Drinks ,2,14.021812013196106,40
2EDB,INDORES16DEL03,37,4.0,22.744648,75.894377,22.834648,75.984377,Snack ,2,13.611585111772158,54
47DC,CHENRES17DEL03,23,4.7,13.045479,80.23311,13.135479,80.32311,Snack ,2,13.970122998261997,19
47A0,COIMBRES02DEL03,31,3.8,11.022477,76.995667,11.112477,77.085667,Drinks ,3,14.021812013196106,38
8A88,COIMBRES14DEL03,33,4.8,11.003681,76.975525,11.063681,77.035525,Buffet ,2,9.348403335334273,26
1D9D,SURRES20DEL03,28,4.8,21.15276,72.778059,21.24276,72.868059,Drinks ,2,13.68237887648496,27
DD51,AURGRES12DEL03,34,4.8,19.879631,75.323403,19.969631,75.413403,Snack ,3,13.735754037289178,45
228A,JAPRES15DEL02,39,4.9,26.891191,75.802083,26.911191,75.822083,Buffet ,2,2.979763497462109,19
3FD8,HYDRES010DEL01,36,4.6,17.428294,78.404423,17.538294,78.514423,Meal ,3,16.903050893204163,20
8F56,MUMRES08DEL03,21,4.8,19.065838,72.832658,19.125838,72.892658,Buffet ,3,9.179276688028636,28
DF36,DEHRES16DEL02,29,4.9,30.342509,78.061187,30.422509,78.141187,Meal ,2,11.748234358739852,17
55D3,BANGRES08DEL02,25,4.1,12.906229,77.596791,12.926229,77.616791,Drinks ,2,3.1055339788849823,18
35C3,RANCHIRES15DEL02,32,3.5,23.369746,85.33982,23.449746,85.41982,Buffet ,3,12.073616371381318,42
4438,CHENRES14DEL01,21,5.0,13.026279,80.174568,13.136279,80.284568,Buffet ,2,17.074904532035713,48
23B3,JAPRES20DEL03,26,4.6,26.956431,75.776649,27.096431,75.916649,Buffet ,2,20.848074005447355,29
B5A4,SURRES04DEL01,32,4.3,21.173493,72.801953,21.213493,72.841953,Snack ,2,6.081139317039376,43
18,INDORES08DEL03,29,4.6,22.725748,75.898497,22.785747,75.958497,Snack ,2,9.07534450196205,28
75F7,BANGRES01DEL02,32,4.6,12.933284,77.615428,13.013284,77.695428,Buffet ,2,12.42075039087061,43
489F,JAPRES010DEL01,34,4.2,26.921411,75.793604,26.991411,75.863604,Buffet ,3,10.426910834184746,38
C846,KNPRES20DEL03,21,4.7,26.47,80.35,26.53,80.41,Buffet ,3,8.953274723589717,28
933D,VADRES20DEL02,23,4.4,22.311358,73.164798,22.331358,73.184798,Buffet ,2,3.029527086813746,24
8F6,COIMBRES04DEL03,29,4.6,11.024839,77.007003,11.054839,77.037003,Buffet ,1,4.674153680097242,10
4213,JAPRES04DEL01,27,4.6,26.902328,75.794257,26.972328,75.864257,Snack ,2,10.42769256917753,35
296A,INDORES19DEL03,29,4.6,22.745536,75.893106,22.775536,75.923106,Drinks ,1,4.537640130462667,25
7CC5,COIMBRES08DEL02,36,4.7,11.001852,76.976268,11.021852,76.996268,Snack ,3,3.1162479956299673,20
22C7,MYSRES03DEL01,28,4.8,12.299524,76.64262,12.409524,76.75262,Drinks ,3,17.09875410817548,26
A6D9,JAPRES09DEL03,28,4.9,26.911378,75.789034,26.971378,75.849034,Drinks ,3,8.937880155829205,14
AD74,SURRES20DEL01,28,4.1,21.15276,72.778059,21.26276,72.888059,Meal ,3,16.72238039080485,41
AC73,PUNERES02DEL01,34,4.8,18.55144,73.804855,18.56144,73.814855,Drinks ,3,1.5322015943257514,15
B04E,HYDRES19DEL01,25,5.0,17.458998,78.500366,17.468998,78.510366,Snack ,2,1.5367187556842812,26
A31C,INDORES03DEL03,34,4.9,22.751857,75.866699,22.781857,75.896699,Buffet ,2,4.53754359959467,29
91EE,CHENRES03DEL02,29,4.8,13.091809,80.219104,13.171809,80.299104,Meal ,2,12.416871691606959,16
469E,SURRES05DEL02,38,5.0,21.175104,72.804342,21.255104,72.884342,Buffet ,3,12.161450531436758,27
8D09,CHENRES010DEL02,27,4.5,13.066762,80.251865,13.196762,80.381865,Meal ,1,20.17741678822261,18
C77C,GOARES09DEL02,28,4.8,15.303897,73.914336,15.353897,73.964336,Drinks ,1,7.724074530277346,19
DC11,AGRRES05DEL02,34,4.9,27.201725,78.007553,27.221725,78.027553,Snack ,3,2.9761172465523953,16
1D10,MUMRES03DEL03,31,4.7,19.22384,72.841347,19.25384,72.871347,Buffet ,2,4.5877613789702085,22
8BF,COIMBRES19DEL01,29,4.6,11.022298,76.998349,11.132298,77.108349,Meal ,2,17.137487720369517,30
5BA3,VADRES01DEL01,35,4.9,22.307898,73.167788,22.377898,73.237788,Meal ,2,10.602589325657691,41
8DCA,INDORES20DEL01,26,4.5,22.732225,75.874765,22.742225,75.884765,Drinks ,2,1.5126653201046323,11
A75C,COIMBRES11DEL01,24,4.6,11.001753,76.986241,11.041753,77.026241,Meal ,3,6.232393050016768,12
E27B,KOCRES06DEL03,32,4.6,9.982834,76.283268,10.072834,76.373268,Drinks ,2,14.045114628498522,30
12,MUMRES19DEL01,39,4.9,19.131141,72.813074,19.241141,72.923074,Snack ,2,16.824331819052116,30
6BA,BANGRES07DEL01,29,4.6,12.978453,77.643685,13.018453,77.683685,Drinks ,2,6.210069011405746,27
6727,HYDRES07DEL01,24,4.3,17.424114,78.347554,17.434114,78.357554,Snack ,2,1.536858863156162,15
C529,KOLRES04DEL01,29,4.8,22.538731,88.364878,22.548731,88.374878,Buffet ,3,1.5136457231088551,14
2808,COIMBRES15DEL03,26,5.0,11.006686,76.951736,11.066686,77.011736,Snack ,3,9.348356419300423,23
9D04,MYSRES11DEL02,28,4.5,12.323225,76.630028,12.343225,76.650028,Meal ,2,3.1089881501684506,23
DDC5,AGRRES12DEL03,39,4.6,27.165108,78.015053,27.255108,78.105053,Snack ,2,13.392612276663236,27
8F3C,JAPRES07DEL02,29,4.7,26.766536,75.837333,26.786536,75.857333,Snack ,2,2.981217855191797,17
A228,CHENRES07DEL02,39,4.5,13.081878,80.248519,13.101878,80.268519,Buffet ,3,3.104463374954771,24
5938,COIMBRES14DEL03,20,4.8,11.003681,76.975525,11.093681,77.065525,Buffet ,3,14.022253080995231,16
3BC9,MUMRES17DEL03,35,4.8,19.121999,72.908493,19.151999,72.938493,Meal ,2,4.5890994584359515,21
3518,RANCHIRES13DEL03,31,4.6,23.374989,85.335486,23.464989,85.425486,Buffet ,2,13.582337494192412,35
152B,SURRES20DEL01,38,5.0,21.15276,72.778059,21.16276,72.788059,Drinks ,2,1.520455689583788,27
CE98,KNPRES03DEL03,24,4.5,26.469003,80.316344,26.559003,80.406344,Buffet ,2,13.429183489869182,20
9744,INDORES17DEL02,37,4.5,22.761226,75.887522,22.811226,75.937522,Snack ,1,7.5620793211870625,16
8DD8,CHENRES16DEL01,35,4.8,13.049645,80.242268,13.059645,80.252268,Meal ,2,1.5523457381463397,29
B788,HYDRES13DEL03,20,4.2,17.431477,78.40035,17.521477,78.49035,Snack ,2,13.830016226508704,33
E051,AGRRES010DEL03,25,4.5,27.163303,78.057044,27.223303,78.117044,Snack ,2,8.929003109241874,23
3CF4,HYDRES12DEL01,38,4.6,17.429585,78.392621,17.439585,78.402621,Meal ,2,1.536836906549953,32
5AF7,BANGRES05DEL02,25,4.5,12.970324,77.645748,12.990324,77.665748,Buffet ,2,3.105144913226864,10
80FB,PUNERES010DEL01,38,4.7,18.539299,73.897902,18.579299,73.937902,Meal ,2,6.128757701629757,28
8038,BANGRES08DEL01,22,4.7,12.906229,77.596791,12.976229,77.666791,Snack ,2,10.868838190113621,22
5720,PUNERES19DEL02,24,4.9,18.563934,73.915367,18.613934,73.965367,Drinks ,3,7.66031691183285,12
620D,INDORES17DEL02,25,4.9,22.761226,75.887522,22.891226,76.017522,Drinks ,2,19.65875217196504,26
7F79,CHENRES05DEL02,35,4.7,13.058616,80.264151,13.078616,80.284151,Buffet ,2,3.104605953841284,34
AA34,INDORES16DEL01,39,4.0,22.744648,75.894377,22.814648,75.964377,Meal ,2,10.587145367062044,35
BF2,COIMBRES06DEL01,25,4.9,11.021278,76.995017,11.091278,77.065017,Snack ,3,10.906058503327221,26
D614,AGRRES03DEL03,32,4.8,27.160832,78.011608,27.190832,78.041608,Meal ,2,4.464810553177668,28
912F,BANGRES19DEL03,32,4.8,12.914264,77.6784,12.944264,77.7084,Meal ,3,4.65818248829983,17
71BB,SURRES05DEL02,37,4.7,21.175104,72.804342,21.255104,72.884342,Drinks ,3,12.161450531436758,27
5FF8,MYSRES03DEL03,39,4.1,12.299524,76.64262,12.389524,76.73262,Drinks ,2,13.990151177257511,51
6346,SURRES15DEL01,25,5.0,21.160522,72.771477,21.170522,72.781477,Drinks ,2,1.5204186010643506,16
8BE4,COIMBRES17DEL01,37,4.2,11.026117,76.944652,11.036117,76.954652,Snack ,2,1.5580739318105787,25
D955,KNPRES17DEL01,32,4.9,26.483042,80.317833,26.553042,80.387833,Snack ,2,10.444757509939645,16
D1E7,KOCRES01DEL02,39,4.1,9.979363,76.285001,9.999363,76.305001,Buffet ,2,3.121318846633575,49
AE89,VADRES19DEL03,28,4.1,22.311844,73.165081,22.401844,73.255081,Snack ,3,13.63127120906983,32
8D7C,MUMRES010DEL03,35,4.7,19.003517,72.82765,19.063517,72.88765,Meal ,2,9.180904863919633,30
47B8,RANCHIRES20DEL03,20,4.5,23.39925,85.390464,23.48925,85.480464,Buffet ,3,13.581198240269067,25
BC37,COIMBRES16DEL01,32,4.9,11.010375,76.95295,11.080375,77.02295,Drinks ,2,10.906257371570659,27
A7DB,PUNERES18DEL01,24,4.6,18.593481,73.785901,18.633481,73.825901,Drinks ,2,6.127835452844327,28
82F,JAPRES12DEL03,29,4.6,26.902908,75.792934,26.932908,75.822934,Meal ,3,4.469352052738077,27
7F8E,RANCHIRES05DEL01,38,4.3,23.355164,85.324097,23.425164,85.394097,Buffet ,3,10.565128845647761,34
4EC9,HYDRES18DEL02,31,4.9,17.450851,78.379347,17.530851,78.459347,Buffet ,2,12.292885177860324,27
D133,AGRRES01DEL03,23,4.8,27.161661,78.011544,27.221661,78.071544,Buffet ,2,8.929061179189807,11
543F,HYDRES15DEL02,25,4.8,17.45971,78.368855,17.47971,78.388855,Buffet ,3,3.0733915714431617,12
A0D1,VADRES11DEL01,39,4.7,22.308096,73.167753,22.318096,73.177753,Snack ,2,1.5148048951935007,29
2B7D,HYDRES15DEL01,37,4.6,17.45971,78.368855,17.46971,78.378855,Buffet ,3,1.5367158933394087,15
